"Word","Length","Freq_HAL","Log_Freq_HAL","MorphSp","POS"
"Marxist","7","1705","7.44","{marx}>ist>","JJ|NN"
"Marx's","6","306","5.72","{marx}>'s>","encl"
"Mary","4","25159","10.13","{mary}","NN"
"Maryland","8","12280","9.42","{mary--land}","NN"
"Mary's","6","1525","7.33","{mary}>'s>","encl"
"marzipan","8","52","3.95","{marzipan}","NN"
"mascara","7","302","5.71","{mascara}","NN"
"mascot","6","611","6.42","{mascot}","NN"
"masculine","9","1469","7.29","{mascul--ine}","JJ"
"masculinity","11","447","6.10","{mascul--ine}>ity>","NN"
"mash","4","1627","7.39","{mash}","VB|NN"
"mashed","6","831","6.72","{mash}>ed>","VB"
"masher","6","60","4.09","{mash}>er>","NN"
"mashing","7","304","5.72","{mash}>ing>","VB|NN"
"mask","4","12361","9.42","{mask}","NN|VB"
"masked","6","1190","7.08","{mask}>ed>","VB"
"masking","7","881","6.78","{mask}>ing>","VB|NN"
"masks","5","1897","7.55","{mask}>s>","NN|VB"
"masochism","9","313","5.75","{masoch--ism}","NN"
"masochist","9","416","6.03","{masoch--ist}","NN"
"mason","5","6800","8.82","{mason}","NN"
"masonic","7","904","6.81","{mason}>ic>","JJ"
"masonry","7","831","6.72","{mason}>ry>","NN"
"masons","6","960","6.87","{mason}>s>","NN"
"mason's","7","133","4.89","{mason}>'s>","encl"
"masquerades","11","61","4.11","{masqu--erade}>s>","VB|NN"
"mass","4","33835","10.43","{mass}","NN|JJ|VB"
"masquerade","10","1345","7.20","{masqu--erade}","VB|NN"
"masquerading","12","614","6.42","{masqu--erade}>ing>","VB|NN"
"Massachusetts","13","9617","9.17","{massachusetts}","NN"
"massacre","8","3496","8.16","{massacre}","NN|VB"
"massacred","9","652","6.48","{massacre}>ed>","VB"
"massacres","9","731","6.59","{massacre}>s>","NN|VB"
"massage","7","4037","8.30","{massage}","NN"
"massaging","9","873","6.77","{massage}>ing>","VB|NN"
"massed","6","209","5.34","{mass}>ed>","VB"
"masses","6","6866","8.83","{mass}>s>","NN|VB"
"masseur","7","90","4.50","{masseur}","NN"
"masseuse","8","94","4.54","{masseuse}","NN"
"massing","7","109","4.69","{mass}>ing>","VB"
"massive","7","13351","9.50","{mass}>ive>","JJ|NN"
"mast","4","1614","7.39","{mast}","NN"
"master","6","54412","10.90","{master}","NN|VB"
"mastered","8","1665","7.42","{master}>ed>","VB"
"masterful","9","300","5.70","{master}>ful>","JJ"
"matador","7","425","6.05","{matador}","NN"
"match","5","35069","10.47","{match}","NN|VB"
"masterfully","11","120","4.79","{master}>ful>>ly>","RB"
"mastering","9","2477","7.81","{master}>ing>","VB"
"masterly","8","37","3.61","{master}>ly>","JJ"
"mastermind","10","404","6.00","{master}{mind}","NN|VB"
"masterminding","13","60","4.09","{master}{mind}>ing>","VB|NN"
"masterpiece","11","2362","7.77","{master}{piece}","NN"
"masterpieces","12","897","6.80","{master}{piece}>s>","NN"
"masters","7","11143","9.32","{master}>s>","NN|VB"
"master's","8","3198","8.07","{master}>'s>","encl"
"mastership","10","88","4.48","{master}>ship>","NN"
"mastery","7","1337","7.20","{master}>y>","NN"
"masthead","8","192","5.26","{mast}{head}","NN"
"masticate","9","7","1.95","{mastic--ate}","VB"
"mastication","11","14","2.64","{mastic--ate}>ion>","NN"
"mastiff","7","340","5.83","{mastiff}","NN"
"mastodon","8","39","3.66","{mastodon}","NN"
"mastodons","9","24","3.18","{mastodon}>s>","NN"
"masts","5","221","5.40","{mast}>s>","NN"
"masturbate","10","1208","7.10","{masturbate}","VB"
"mat","3","3514","8.16","{mat}","NN"
"masturbation","12","1937","7.57","{masturbate}>ion>","NN"
"matchbox","8","431","6.07","{match}{box}","NN"
"matched","7","3987","8.29","{match}>ed>","VB|JJ"
"matches","7","12402","9.43","{match}>s>","VB|NN"
"matching","8","8138","9.00","{match}>ing>","VB|NN"
"matchless","9","85","4.44","{match}>less>","JJ"
"matchmaker","10","206","5.33","{match}{make}>er>","NN"
"matchmaking","11","228","5.43","{match}{make}>ing>","VB|NN|JJ"
"matchstick","10","51","3.93","{match}{stick}","NN"
"matchwood","9","0","0.00","{match}{wood}","NN"
"mate","4","5179","8.55","{mate}","NN|VB"
"mated","5","371","5.92","{mate}>ed>","VB"
"material","8","59366","10.99","{material}","NN|JJ"
"materialism","11","528","6.27","{material}>ism>","NN"
"materialist","11","240","5.48","{material}>ist>","NN|JJ"
"materialistic","13","526","6.27","{material}>ist>>ic>","JJ"
"materialization","15","66","4.19","{material}>ise>>ation>","NN"
"maximal","7","712","6.57","{maxim--al}","JJ"
"mayo","4","1520","7.33","{mayo}","NN"
"mayonnaise","10","259","5.56","{mayonnaise}","NN"
"materialize","11","508","6.23","{material}>ise>","VB"
"materialized","12","361","5.89","{material}>ise>>ed>","VB"
"materially","10","297","5.69","{material}>y>","RB"
"materials","9","27364","10.22","{material}>s>","NN"
"material's","10","37","3.61","{material}>'s>","encl"
"maternal","8","984","6.89","{matern--al}","JJ"
"maternity","9","637","6.46","{matern--ity}","NN"
"mates","5","1943","7.57","{mate}>s>","NN|VB"
"matey","5","130","4.87","{mate}>y>","JJ"
"math","4","18404","9.82","{math}","NN"
"mathematical","12","8301","9.02","{mathemat--ic}>al>","JJ"
"mathematician","13","1716","7.45","{mathemat--ic}>ian>","NN"
"mathematics","11","11777","9.37","{mathemat--ics}","NN"
"Matilda","7","614","6.42","{matilda}","NN"
"matinee","7","310","5.74","{matin--ee}","NN"
"mating","6","1482","7.30","{mate}>ing>","NN|VB"
"Matisse","7","190","5.25","{matisse}","NN"
"matriarch","9","99","4.60","{matri--arch}","NN"
"matriarchal","11","603","6.40","{matri--arch}>al>","JJ"
"matriarchy","10","67","4.20","{matri--arch}>y>","NN"
"matricide","9","5","1.61","{matr--icide}","NN"
"matriculate","11","18","2.89","{matriculate}","VB"
"matriculated","12","32","3.47","{matriculate}>ed>","VB|JJ"
"matrimonial","11","122","4.80","{matri--mony}>al>","JJ"
"matriculation","13","38","3.64","{matriculate}>ion>","NN"
"matrimony","9","155","5.04","{matri--mony}","NN"
"matrix","6","13335","9.50","{matrix}","NN"
"matron","6","504","6.22","{matron}","NN"
"mats","4","2087","7.64","{mat}>s>","NN"
"Matt","4","25398","10.14","{matt}","NN"
"matted","6","483","6.18","{matt}>ed>","VB|JJ"
"matter","6","110274","11.61","{matter}","NN|VB"
"mattered","8","822","6.71","{matter}>ed>","VB"
"matters","7","19164","9.86","{matter}>s>","NN|VB"
"Matthew","7","17697","9.78","{matthew}","NN"
"matting","7","190","5.25","{matt}>ing>","NN|VB"
"mattress","8","1259","7.14","{mattress}","NN"
"mattresses","10","136","4.91","{mattress}>s>","NN"
"maturate","8","0","0.00","{matur--ate}","VB"
"maturation","10","173","5.15","{matur--ate}>ion>","NN"
"mature","6","6245","8.74","{mature}","JJ|VB|NN"
"matured","7","577","6.36","{mature}>ed>","VB"
"maturing","8","393","5.97","{mature}>ing>","VB"
"maturities","10","139","4.93","{mature}>ity>>s>","NN"
"maturity","8","3067","8.03","{mature}>ity>","NN"
"maul","4","285","5.65","{maul}","VB"
"mauling","7","73","4.29","{maul}>ing>","VB|NN"
"Maureen","7","1224","7.11","{maureen}","NN"
"Maurice","7","2519","7.83","{maurice}","NN"
"Mauritania","10","197","5.28","{mauritania}","NN"
"mausoleum","9","189","5.24","{mausoleum}","NN"
"mauve","5","288","5.66","{mauve}","JJ"
"maverick","8","1058","6.96","{maverick}","NN"
"mavericks","9","573","6.35","{maverick}>s>","NN"
"Max","3","24879","10.12","{max}","NN"
"maxim","5","1151","7.05","{maxim}","NN"
"maxima","6","877","6.78","{maxim--a}","NN"
"Maximilian","10","157","5.06","{maximilian}","NN"
"maximization","12","118","4.77","{maxim--ize}>ation>","NN"
"maximize","8","2688","7.90","{maxim--ize}","VB"
"maximized","9","445","6.10","{maxim--ize}>ed>","VB"
"maximizes","9","239","5.48","{maxim--ize}>s>","VB"
"maximizing","10","555","6.32","{maxim--ize}>ing>","VB"
"maximum","7","22457","10.02","{maxim--um}","NN"
"maximums","8","142","4.96","{maxim--um}>s>","NN"
"Maxine","6","317","5.76","{maxine}","NN"
"Maxine's","8","4","1.39","{maxine}>'s>","encl"
"Max's","5","201","5.30","{max}>'s>","encl"
"Maxwell","7","3154","8.06","{max--well}","NN"
"Maxwell's","9","355","5.87","{max--well}>'s>","encl"
"may","3","536229","13.19","{may}","VB|NN"
"Mayan","5","857","6.75","{maya}>n>","JJ|NN"
"Mayans","6","168","5.12","{maya}>n>>s>","NN"
"maybe","5","166009","12.02","{maybe}","RB|NN"
"mayday","6","168","5.12","{may}{day}","NN|minor"
"Mayflower","9","214","5.37","{may}{flower}","NN"
"mayfly","6","20","3.00","{may}{fly}","NN"
"mayhem","6","976","6.88","{mayhem}","NN"
"mayor","5","4322","8.37","{mayor}","NN"
"mayoral","7","93","4.53","{mayor}>al>","JJ"
"mayor's","7","367","5.91","{mayor}>'s>","encl"
"maypole","7","25","3.22","{may}{pole}","NN"
"Mays","4","1003","6.91","{may}>s>","NN"
"maze","4","6472","8.78","{maze}","NN"
"McCarthyism","11","240","5.48","{mc--carthy}>ism>","NN"
"me","2","1303959","14.08","{me}","minor"
"mead","4","1693","7.43","{mead}","NN"
"meadow","6","841","6.73","{meadow}","NN"
"meadows","7","1311","7.18","{meadow}>s>","NN"
"meager","6","771","6.65","{meager}","JJ"
"meal","4","6528","8.78","{meal}","NN"
"meals","5","4000","8.29","{meal}>s>","NN"
"mealtime","8","77","4.34","{meal}{time}","NN"
"mealy","5","172","5.15","{meal}>y>","JJ"
"mealybug","8","16","2.77","{meal}>y>{bug}","NN"
"mean","4","151693","11.93","{mean}","VB|NN"
"meander","7","97","4.57","{meander}","VB|NN"
"meandered","9","57","4.04","{meander}>ed>","VB"
"meandering","10","174","5.16","{meander}>ing>","VB"
"meanest","7","199","5.29","{mean}>est>","JJ"
"meanie","6","65","4.17","{mean}>y>","NN"
"meaning","7","31933","10.37","{mean}>ing>","NN|VB"
"meaningful","10","6235","8.74","{mean}>ing>>ful>","JJ"
"meaningless","11","5617","8.63","{mean}>ing>>less>","JJ"
"meanings","8","3328","8.11","{mean}>ing>>s>","NN"
"meanness","8","140","4.94","{mean}>ness>","NN"
"means","5","130928","11.78","{mean}>s>","VB|NN"
"meant","5","36601","10.51","{mean--t}","VB"
"meantime","8","5417","8.60","{mean}{time}","NN|RB"
"meanwhile","9","8437","9.04","{mean}{while}","RB"
"measles","7","1099","7.00","{measles}","NN"
"measly","6","570","6.35","{measly}","JJ"
"measurable","10","1054","6.96","{measure}>able>","JJ"
"measurably","10","91","4.51","{measure}>able>>y>","RB"
"measure","7","19777","9.89","{measure}","NN|VB"
"measured","8","8137","9.00","{measure}>ed>","VB"
"measurements","12","4858","8.49","{measure}>ment>>s>","NN"
"measures","8","11173","9.32","{measure}>s>","NN|VB"
"measurement","11","6219","8.74","{measure}>ment>","NN"
"measuring","9","3995","8.29","{measure}>ing>","VB|NN"
"meat","4","14861","9.61","{meat}","NN"
"meatball","8","308","5.73","{meat}{ball}","NN"
"meats","5","596","6.39","{meat}>s>","NN"
"meaty","5","341","5.83","{meat}>y>","JJ"
"Mecca","5","931","6.84","{mecca}","NN"
"mechanic","8","2266","7.73","{mechan--ic}","NN|JJ"
"mechanical","10","12185","9.41","{mechan--ic}>al>","JJ"
"luncheons","9","86","4.45","{luncheon}>s>","NN|VB"
"lunchroom","9","133","4.89","{lunch}{room}","NN"
"lunchtime","9","409","6.01","{lunch}{time}","NN"
"lung","4","13500","9.51","{lung}","NN"
"lunge","5","472","6.16","{lunge}","VB|NN"
"lunged","6","235","5.46","{lunge}>ed>","VB"
"lungpower","9","9","2.20","{lung}{pow}>er>","NN"
"lungs","5","2629","7.87","{lung}>s>","NN"
"lurch","5","295","5.69","{lurch}","NN|VB"
"lurched","7","197","5.28","{lurch}>ed>","VB"
"lurching","8","81","4.39","{lurch}>ing>","VB"
"lure","4","5051","8.53","{lure}","VB|NN"
"lured","5","474","6.16","{lure}>ed>","VB"
"lurid","5","268","5.59","{lurid}","JJ"
"luring","6","215","5.37","{lure}>ing>","VB"
"lurk","4","1850","7.52","{lurk}","VB"
"lurked","6","349","5.86","{lurk}>ed>","VB"
"lurking","7","3764","8.23","{lurk}>ing>","VB"
"lurks","5","374","5.92","{lurk}>s>","VB"
"luscious","8","514","6.24","{luscious}","JJ"
"lush","4","1018","6.93","{lush}","JJ|NN"
"lushes","6","11","2.40","{lush}>s>","NN"
"lust","4","5572","8.63","{lust}","NN"
"luster","6","201","5.30","{luster}","NN|VB"
"lustful","7","319","5.77","{lust}>ful>","JJ"
"lustily","7","57","4.04","{lust}>y>>ly>","RB"
"lustre","6","102","4.62","{lustre}","NN"
"lustrous","8","185","5.22","{lustr--ous}","JJ"
"lusts","5","319","5.77","{lust}>s>","NN"
"lusty","5","370","5.91","{lust}>y>","JJ"
"lute","4","349","5.86","{lute}","NN"
"Luther","6","2408","7.79","{luther}","NN"
"Lutheran","8","926","6.83","{luther}>an>","NN|JJ"
"Luther's","8","86","4.45","{luther}>'s>","encl"
"Luxemburg","9","291","5.67","{luxem--burg}","NN"
"luxuriance","10","0","0.00","{luxury}>ance>","NN"
"luxuriant","9","88","4.48","{luxury}>ant>","JJ"
"luxuries","8","382","5.95","{luxury}>s>","NN"
"luxurious","9","489","6.19","{luxury}>ous>","JJ"
"luxury","6","3476","8.15","{luxury}","NN"
"lye","3","460","6.13","{lye}","NN"
"lying","5","14906","9.61","{lie}>ing>","VB|NN"
"Lyle","4","1945","7.57","{lyle}","NN"
"lymph","5","410","6.02","{lymph}","NN"
"lymphoma","8","454","6.12","{lymphoma}","NN"
"lynch","5","3846","8.25","{lynch}","VB|NN"
"lynched","7","146","4.98","{lynch}>ed>","VB|JJ"
"Lynn","4","12846","9.46","{lynn}","NN"
"lynx","4","8536","9.05","{lynx}","NN"
"lyre","4","1735","7.46","{lyre}","NN"
"lyric","5","1871","7.53","{lyr--ic}","JJ"
"lyrical","7","658","6.49","{lyr--ic}>al>","JJ"
"lyricist","8","346","5.85","{lyr--ic}>ist>","NN"
"lyricism","8","44","3.78","{lyr--ic}>ism>","NN"
"lyrics","6","14794","9.60","{lyr--ic}>s>","NN"
"ma","2","53321","10.88","{ma}","NN"
"ma'am","5","737","6.60","{ma'am}","NN|minor"
"macabre","7","314","5.75","{macabre}","JJ|NN"
"macaroni","8","344","5.84","{macaroni}","NN"
"macaroon","8","3","1.10","{macaroon}","NN"
"macaw","5","277","5.62","{macaw}","NN"
"Macbeth","7","469","6.15","{mac--beth}","NN"
"mace","4","1274","7.15","{mace}","NN"
"Macedonia","9","6150","8.72","{macedonia}","NN"
"machete","7","159","5.07","{machete}","NN"
"Machiavelli","11","221","5.40","{machiavelli}","NN"
"Machiavellian","13","104","4.64","{machiavelli}>an>","JJ|NN"
"machinate","9","0","0.00","{machin--ate}","VB"
"machination","11","19","2.94","{machin--ate}>ion>","NN"
"machine","7","121109","11.70","{machine}","NN|VB"
"machinegun","10","145","4.98","{machine}{gun}","NN|VB"
"machinelike","11","1","0.00","{machine}{like}","JJ|RB"
"machinery","9","3002","8.01","{machine}>ery>","NN"
"machines","8","48947","10.80","{machine}>s>","NN|VB"
"machinist","9","714","6.57","{machine}>ist>","NN"
"machinists","10","77","4.34","{machine}>ist>>s>","NN"
"machismo","8","215","5.37","{machismo}","NN"
"Macintosh","9","43628","10.68","{mac--intosh}","NN"
"mack","4","2133","7.67","{mack}","NN"
"mackerel","8","307","5.73","{mackerel}","NN"
"mackintosh","10","226","5.42","{mack--intosh}","NN"
"macrobiotic","11","110","4.70","<macro<{bio--tic}","JJ"
"macrocosm","9","71","4.26","{macro--cosm}","NN"
"macrophages","11","233","5.45","{macro--phage}>s>","NN"
"macromolecular","14","89","4.49","<macro<{molecule}>ar>","JJ"
"macroscopically","15","25","3.22","{macro--scopic}>ally>","RB"
"mad","3","17811","9.79","{mad}","JJ|NN"
"Madagascan","10","5","1.61","{mad}{aga}{scan}","NN|VB"
"Madam","5","1340","7.20","{madam}","NN"
"Madame","6","962","6.87","{ma--dame}","NN"
"Madagascar","10","645","6.47","{madagascar}","NN"
"madcap","6","90","4.50","{mad}{cap}","JJ"
"madden","6","1046","6.95","{mad}>en>","VB"
"maddening","9","782","6.66","{mad}>en>>ing>","JJ|VB"
"made","4","271084","12.51","{made}","VB|NN"
"Madeleine","9","406","6.01","{madeleine}","NN"
"mademoiselle","12","158","5.06","{ma--demoiselle}","NN"
"madhouse","8","204","5.32","{mad}{house}","NN"
"Madison","7","8931","9.10","{madi--son}","NN"
"Madison's","9","196","5.28","{madi--son}>'s>","encl"
"madly","5","778","6.66","{mad}>ly>","RB"
"madman","6","1332","7.19","{mad}>man>","NN"
"madmen","6","185","5.22","{mad}>men>","NN"
"madness","7","4556","8.42","{mad}>ness>","NN"
"Madonna","7","3487","8.16","{madonna}","NN"
"Madonna's","9","353","5.87","{madonna}>'s>","encl"
"Madrid","6","2548","7.84","{madrid}","NN"
"madrigal","8","118","4.77","{madrigal}","NN"
"madrigals","9","42","3.74","{madrigal}>s>","NN"
"madwoman","8","34","3.53","{mad}>woman>","NN"
"maelstrom","9","563","6.33","{maelstrom}","NN"
"maestro","7","698","6.55","{maestro}","NN"
"maestro's","9","35","3.56","{maestro}>'s>","encl"
"Mafia","5","2415","7.79","{mafi--a}","NN"
"mag","3","9425","9.15","{mag}","NN"
"magazine","8","60422","11.01","{magazine}","NN"
"magazines","9","18395","9.82","{magazine}>s>","NN"
"magazine's","10","1027","6.93","{magazine}>'s>","encl"
"Magdalene","9","208","5.34","{magdalene}","NN"
"magenta","7","660","6.49","{magenta}","JJ"
"Maggie","6","2685","7.90","{maggie}","NN"
"Maggie's","8","291","5.67","{maggie}>'s>","encl"
"maggot","6","498","6.21","{maggot}","NN"
"maggots","7","651","6.48","{maggot}>s>","NN"
"maggoty","7","6","1.79","{maggot}>y>","JJ"
"magi","4","441","6.09","{magi}","NN"
"magic","5","48020","10.78","{magic}","NN|VB"
"magical","7","8370","9.03","{magic}>al>","JJ"
"magically","9","1449","7.28","{magic}>al>>ly>","RB"
"magician","8","1989","7.60","{magic}>ian>","NN"
"magicians","9","962","6.87","{magic}>ian>>s>","NN"
"magician's","10","133","4.89","{magic}>ian>>'s>","encl"
"magisterial","11","66","4.19","{magisterial}","JJ"
"magistracy","10","13","2.56","{magistr--acy}","NN"
"magistrate","10","640","6.46","{magistr--ate}","NN"
"magistrates","11","153","5.03","{magistr--ate}>s>","NN"
"magma","5","478","6.17","{magma}","NN"
"magnanimity","11","54","3.99","{magn--anim--ity}","NN"
"magnanimous","11","95","4.55","{magn--anim--ous}","JJ"
"magnate","7","97","4.57","{magnate}","NN"
"magnates","8","51","3.93","{magnate}>s>","NN"
"magnesia","8","51","3.93","{magnesia}","NN"
"magnesium","9","2018","7.61","{magnesium}","NN|JJ"
"magnet","6","2236","7.71","{magnet}","NN"
"magnetic","8","12159","9.41","{magnet}>ic>","JJ|NN"
"magnetically","12","153","5.03","{magnet}>ic>>ally>","RB"
"magnetism","9","354","5.87","{magnet}>ism>","NN"
"magnetisms","10","0","0.00","{magnet}>ism>>s>","NN"
"magnetize","9","16","2.77","{magnet}>ise>","VB"
"magnetized","10","90","4.50","{magnet}>ise>>ed>","VB"
"magnified","9","334","5.81","{magn--ify}>ed>","VB"
"magnifies","9","66","4.19","{magn--ify}>s>","VB"
"magnification","13","721","6.58","{magn--ify}>ation>","NN"
"magnificence","12","65","4.17","{magnific--ence}","NN"
"magnificent","11","2251","7.72","{magnific--ent}","JJ"
"magnificently","13","107","4.67","{magnific--ent}>ly>","RB"
"magnify","7","253","5.53","{magn--ify}","VB"
"magnifying","10","414","6.03","{magn--ify}>ing>","VB"
"magnitude","9","4661","8.45","{magn--itude}","NN"
"magnitudes","10","367","5.91","{magn--itude}>s>","NN"
"magnolia","8","422","6.05","{magnolia}","NN"
"magnum","6","2036","7.62","{magnum}","NN"
"magpie","6","488","6.19","{magpie}","NN"
"magpies","7","55","4.01","{magpie}>s>","NN"
"mahogany","8","582","6.37","{mahogan--y}","NN|JJ"
"maid","4","1714","7.45","{maid}","NN"
"maiden","6","5557","8.62","{maid--en}","NN"
"maidenhead","10","173","5.15","{maid--en--head}","NN"
"maidens","7","262","5.57","{maid--en}>s>","NN"
"maids","5","420","6.04","{maid}>s>","NN"
"maid's","6","113","4.73","{maid}>'s>","encl"
"maidservant","11","11","2.40","{maid}{serve}>ant>","NN"
"mail","4","260346","12.47","{mail}","NN|VB"
"mailbag","7","99","4.60","{mail}{bag}","NN"
"mailboat","8","0","0.00","{mail}{boat}","NN"
"mailbox","7","8810","9.08","{mail}{box}","NN"
"mailboxes","9","1194","7.09","{mail}{box}>s>","NN"
"mailed","6","12226","9.41","{mail}>ed>","VB"
"mailer","6","4254","8.36","{mail}>er>","NN"
"mailing","7","67766","11.12","{mail}>ing>","NN|VB"
"mailings","8","1293","7.16","{mail}>ing>>s>","NN"
"mailman","7","346","5.85","{mail}{man}","NN"
"mails","5","2747","7.92","{mail}>s>","NN|VB"
"maim","4","349","5.86","{maim}","VB"
"maimed","6","254","5.54","{maim}>ed>","JJ|VB"
"main","4","74094","11.21","{main}","JJ|NN"
"Maine","5","4815","8.48","{maine}","NN"
"mainland","8","3589","8.19","{main}>land>","NN"
"mainline","8","533","6.28","{main}{line}","NN|JJ"
"mainly","6","17121","9.75","{main}>ly>","RB"
"mains","5","738","6.60","{main}>s>","NN"
"mainsail","8","53","3.97","{main}{sail}","NN"
"mainspring","10","57","4.04","{main}{spring}","NN"
"mainstay","8","350","5.86","{main}{stay}","NN"
"mainstream","10","8268","9.02","{main}{stream}","NN"
"maintain","8","27327","10.22","{maintain}","VB"
"maintained","10","15764","9.67","{maintain}>ed>","VB"
"maintaining","11","10356","9.25","{maintain}>ing>","VB"
"maintains","9","6399","8.76","{maintain}>s>","VB"
"maintenance","11","17088","9.75","{mainten--ance}","NN"
"maize","5","493","6.20","{maize}","NN"
"majestic","8","846","6.74","{majest--ic}","JJ|NN"
"majestically","12","50","3.91","{majest--ic}>ally>","RB"
"majesties","9","72","4.28","{majest--y}>s>","NN"
"majesty","7","1146","7.04","{majest--y}","NN"
"majesty's","9","398","5.99","{majest--y}>'s>","encl"
"major","5","100373","11.52","{major}","JJ|NN"
"majored","7","153","5.03","{major}>ed>","VB|JJ"
"majorities","10","447","6.10","{major}>ity>>s>","NN"
"majority","8","34564","10.45","{major}>ity>","NN"
"majors","6","2570","7.85","{major}>s>","NN"
"make","4","520909","13.16","{make}","VB|NN"
"maker","5","8080","9.00","{make}>er>","NN"
"makers","6","6639","8.80","{make}>er>>s>","NN"
"makes","5","134406","11.81","{make}>s>","VB|NN"
"makeshift","9","290","5.67","{make}{shift}","JJ"
"makeshifts","10","0","0.00","{make}{shift}>s>","NN"
"makeup","6","3291","8.10","{make}{up}","NN"
"making","6","119373","11.69","{make}>ing>","VB|NN"
"makings","7","184","5.21","{make}>ing>>s>","NN"
"maladaptive","11","72","4.28","<mal<{adapt}>ive>","JJ"
"maladies","8","126","4.84","{malady}>s>","NN"
"maladjusted","11","93","4.53","<mal<{adjust}>ed>","JJ"
"maladroit","9","10","2.30","{maladroit}","JJ"
"maladjustment","13","33","3.50","<mal<{adjust}>ment>","NN"
"malady","6","204","5.32","{malady}","NN"
"malaise","7","244","5.50","{malaise}","NN"
"malapropism","11","13","2.56","{malaprop}>ism>","NN"
"malaria","7","767","6.64","{malari--a}","NN"
"Malaysia","8","3874","8.26","{malay--sia}","NN"
"Malcolm","7","4456","8.40","{malcolm}","NN"
"malcontent","10","79","4.37","<mal<{content}","NN"
"male","4","58587","10.98","{male}","JJ|NN"
"malediction","11","19","2.94","{male--dict}>ion>","NN"
"maleness","8","140","4.94","{male}{ness}","NN"
"males","5","9190","9.13","{male}>s>","NN"
"malevolence","11","154","5.04","{male--vol--ence}","NN"
"malevolent","10","450","6.11","{male--vol--ent}","JJ"
"malfeasant","10","0","0.00","{malfeasant}","JJ"
"malformation","12","48","3.87","<mal<{form}>ation>","NN"
"malformed","9","252","5.53","<mal<{form}>ed>","JJ"
"malfunction","11","765","6.64","<mal<{funct--ion}","NN|VB"
"Mali","4","457","6.12","{mali}","NN"
"malice","6","1254","7.13","{malice}","NN"
"malicious","9","1662","7.42","{malice}>ous>","JJ"
"malign","6","198","5.29","{malign}","VB"
"malignancies","12","136","4.91","{malign}>ancie>>s>","NN"
"malignant","9","408","6.01","{malign}>ant>","JJ|NN"
"maliciously","11","308","5.73","{malice}>ous>>ly>","RB"
"malignancy","10","60","4.09","{malign}>ancy>","NN"
"maligned","8","305","5.72","{malign}>ed>","VB|JJ"
"malinger","8","4","1.39","{malinger}","VB"
"mall","4","7767","8.96","{mall}","NN"
"mallard","7","406","6.01","{mallard}","NN"
"malleable","9","190","5.25","{malleable}","JJ"
"mallet","6","431","6.07","{mallet}","NN"
"malnourished","12","149","5.00","<mal<{nourish}>ed>","JJ"
"malnutrition","12","589","6.38","<mal<{nutri--tion}","NN"
"malodorous","10","57","4.04","<mal<{odor}>ous>","JJ"
"malpractice","11","501","6.22","<mal<{pract--ice}","NN"
"malt","4","1882","7.54","{malt}","NN"
"Malta","5","732","6.60","{malta}","NN"
"malted","6","185","5.22","{malt}>ed>","VB|JJ"
"Maltese","7","326","5.79","{malt--ese}","NN|JJ"
"Malthus","7","130","4.87","{mal}{thus}","RB|NN|JJ"
"maltreat","8","9","2.20","<mal<{treat}","VB"
"maltreatment","12","94","4.54","<mal<{treat}>ment>","NN"
"mama","4","3617","8.19","{mama}","NN"
"mambo","5","387","5.96","{mambo}","NN"
"mamma","5","279","5.63","{mamma}","NN"
"mammal","6","671","6.51","{mammal}","NN"
"mammalian","9","490","6.19","{mammal}>ian>","JJ"
"mammals","7","1554","7.35","{mammal}>s>","NN"
"mammary","7","226","5.42","{mammary}","JJ"
"mammas","6","8","2.08","{mamma}>s>","NN"
"mammoth","7","2688","7.90","{mammoth}","JJ|NN"
"man","3","188876","12.15","{man}","NN|VB"
"manacle","7","21","3.04","{manacle}","NN|VB"
"manage","6","18086","9.80","{manage}","VB"
"manageable","10","894","6.80","{manage}>able>","JJ"
"managed","7","22215","10.01","{manage}>ed>","VB"
"management","10","72764","11.19","{manage}>ment>","NN"
"managements","11","114","4.74","{manage}>ment>>s>","NN"
"management's","12","146","4.98","{manage}>ment>>'s>","encl"
"manager","7","59800","11.00","{manage}>er>","NN"
"managers","8","11106","9.32","{manage}>er>>s>","NN"
"manager's","9","609","6.41","{manage}>er>>'s>","encl"
"manages","7","3440","8.14","{manage}>s>","VB"
"managerial","10","2760","7.92","{manage}>er>>ial>","JJ"
"managing","8","8953","9.10","{manage}>ing>","VB|NN"
"manatee","7","104","4.64","{manatee}","NN"
"Manchester","10","4819","8.48","{man--chester}","NN"
"Manchester's","12","54","3.99","{man--chester}>'s>","encl"
"mandarin","8","2020","7.61","{mandarin}","NN"
"mandate","7","3952","8.28","{mand--ate}","NN|VB"
"mandated","8","1583","7.37","{mand--ate}>ed>","VB"
"mandatory","9","5133","8.54","{mand--ate}>ory>","JJ"
"mandible","8","128","4.85","{mandible}","NN"
"mandolin","8","484","6.18","{mandolin}","NN"
"mane","4","512","6.24","{mane}","NN"
"manes","5","436","6.08","{mane}>s>","NN"
"maneuver","8","1634","7.40","{maneuver}","NN|VB"
"maneuverability","15","259","5.56","{maneuver}>able>>ity>","NN"
"maneuvered","10","196","5.28","{maneuver}>ed>","VB"
"maneuvering","11","624","6.44","{maneuver}>ing>","NN|VB"
"maneuvers","9","1242","7.12","{maneuver}>s>","NN|VB"
"manganese","9","165","5.11","{manganese}","NN|JJ"
"manger","6","419","6.04","{manger}","NN"
